Date,Day,Positive Tests,Not Positive Tests,Total Tests,Tests - Age 0-17,Tests - Age 18-29,Tests - Age 30-39,Tests - Age 40-49,Tests - Age 50-59,Tests - Age 60-69,Tests - Age 70-79,Tests - Age 80+,Tests - Age Unknown,Tests - Female,Tests - Male,Tests - Gender Unknown,Tests - Latinx,Tests - Asian Non-Latinx,Tests - Black Non-Latinx,Tests - White Non-Latinx,Tests - Other Race Non-Latinx,Tests - Unknown Race/Ethnicity,Positive Tests - Age 0-17,Positive Tests - Age 18-29,Positive Tests - Age 30-39,Positive Tests - Age 40-49,Positive Tests - Age 50-59,Positive Tests - Age 60-69,Positive Tests - Age 70-79,Positive Tests - Age 80+,Positive Tests - Age Unknown,Positive Tests - Female,Positive Tests - Male,Positive Tests - Unknown Gender,Positive Tests - Latinx,Positive Tests - Asian Non-Latinx,Positive Tests - Black Non-Latinx,Positive Tests - White Non-Latinx,Positive Tests - Other Race Non-Latinx,Positive Tests - Unknown Race/Ethnicity,Not-Positive Tests - Age 0-17,Not-Positive Tests - Age 18-29,Not-Positive Tests - Age 30-39,Not-Positive Tests - Age 40-49,Not-Positive Tests - Age 50-59,Not-Positive Tests - Age 60-69,Not-Positive Tests - Age 70-79,Not-Positive Tests - Age 80+,Not-Positive Tests - Age Unknown,Not-Positive Tests - Female,Not-Positive Tests - Male,Not-Positive Tests - Gender Unknown,Not-Positive Tests - Latinx,Not-Positive Tests - Asian Non-Latinx,Not-Positive Tests - Black Non-Latinx,Not-Positive Tests - White Non-Latinx,Not-Positive Tests - Other Race Non-Latinx,Not-Positive Tests - Unknown Race/Ethnicity
07/14/2021,Wednesday,154,10759,10913,1004,2444,2360,1844,1472,1081,449,255,4,5570,5236,107,1010,456,1914,1766,345,5422,24,43,41,19,13,7,5,2,0,79,75,0,17,9,52,57,5,14,980,2401,2319,1825,1459,1074,444,253,4,5491,5161,107,993,447,1862,1709,340,5408
11/06/2021,Saturday,367,9932,10299,1832,2195,2127,1415,1188,888,441,207,6,5452,4768,79,1251,657,2078,2797,1118,2398,64,74,85,56,40,30,12,6,0,174,193,0,62,11,60,140,40,54,1768,2121,2042,1359,1148,858,429,201,6,5278,4575,79,1189,646,2018,2657,1078,2344
11/26/2020,Thursday,327,2652,2979,134,550,507,421,483,415,292,174,3,1590,1307,82,317,81,848,565,66,1102,20,57,40,46,53,43,41,26,1,167,159,1,99,7,127,59,11,24,114,493,467,375,430,372,251,148,2,1423,1148,81,218,74,721,506,55,1078
12/14/2020,Monday,1673,16215,17888,1183,4443,3790,2586,2496,1883,948,551,8,9632,7930,326,2323,734,3118,3600,553,7560,167,383,334,238,250,146,101,54,0,888,779,6,562,71,365,342,62,271,1016,4060,3456,2348,2246,1737,847,497,8,8744,7151,320,1761,663,2753,3258,491,7289
02/23/2022,Wednesday,283,39479,39762,22163,5064,3823,2978,2700,1887,716,424,7,21263,17787,712,10421,2007,12931,6371,2140,5892,68,61,56,33,28,12,16,9,0,150,128,5,55,22,49,82,20,55,22095,5003,3767,2945,2672,1875,700,415,7,21113,17659,707,10366,1985,12882,6289,2120,5837
08/22/2021,Sunday,312,9642,9954,1052,2532,2364,1947,963,591,323,176,6,5423,4493,38,908,322,1182,1951,289,5302,50,68,79,54,33,16,8,4,0,170,142,0,64,11,79,118,9,31,1002,2464,2285,1893,930,575,315,172,6,5253,4351,38,844,311,1103,1833,280,5271
12/28/2020,Monday,1974,17548,19522,1369,4826,4296,2839,2590,1949,1002,646,5,10782,8501,239,3682,828,3316,4529,762,6405,231,441,404,273,291,210,80,43,1,1013,956,5,843,82,340,414,76,219,1138,4385,3892,2566,2299,1739,922,603,4,9769,7545,234,2839,746,2976,4115,686,6186
03/17/2021,Wednesday,532,14968,15500,948,4873,2952,1962,1822,1609,778,548,8,8009,7203,288,1980,881,3206,4519,661,4253,53,179,110,72,57,39,14,8,0,271,260,1,128,30,124,185,16,49,895,4694,2842,1890,1765,1570,764,540,8,7738,6943,287,1852,851,3082,4334,645,4204
09/12/2020,Saturday,148,3927,4075,270,1042,828,523,537,486,270,117,2,2257,1785,33,444,139,783,942,196,1571,12,39,37,27,16,9,4,4,0,80,66,2,48,9,21,48,4,18,258,1003,791,496,521,477,266,113,2,2177,1719,31,396,130,762,894,192,1553
01/25/2021,Monday,1010,18419,19429,1096,5383,3752,2772,2571,2159,995,644,57,10646,8484,299,2898,884,3622,4701,684,6640,112,240,202,155,129,109,40,23,0,540,469,1,413,33,195,229,31,109,984,5143,3550,2617,2442,2050,955,621,57,10106,8015,298,2485,851,3427,4472,653,6531
02/17/2021,Wednesday,461,14775,15236,706,5161,2939,1949,1795,1483,704,414,85,8018,6826,392,1774,879,2876,4196,609,4902,44,131,81,86,57,33,16,13,0,233,228,0,165,11,91,136,15,43,662,5030,2858,1863,1738,1450,688,401,85,7785,6598,392,1609,868,2785,4060,594,4859
03/23/2021,Tuesday,576,15300,15876,1183,4360,2979,2023,2019,1680,825,782,25,8341,7165,370,2044,864,3021,4653,614,4680,65,187,124,74,66,38,13,9,0,289,287,0,146,26,92,235,18,59,1118,4173,2855,1949,1953,1642,812,773,25,8052,6878,370,1898,838,2929,4418,596,4621
03/08/2021,Monday,404,15734,16138,1075,4714,3176,2149,2067,1620,770,559,8,8445,7447,246,2291,971,3266,4602,751,4257,60,117,69,42,49,41,16,10,0,206,198,0,139,30,83,98,29,25,1015,4597,3107,2107,2018,1579,754,549,8,8239,7249,246,2152,941,3183,4504,722,4232
05/09/2020,Saturday,577,2570,3147,168,543,656,508,516,424,206,121,5,1656,1465,26,780,74,613,487,113,1080,34,112,108,112,101,63,30,15,2,289,286,2,297,15,119,58,19,69,134,431,548,396,415,361,176,106,3,1367,1179,24,483,59,494,429,94,1011
07/21/2021,Wednesday,244,11898,12142,1091,2667,2682,1932,1645,1241,558,315,11,6499,5521,122,1207,486,2065,2279,420,5685,41,68,57,32,28,9,4,5,0,127,117,0,48,10,70,85,5,26,1050,2599,2625,1900,1617,1232,554,310,11,6372,5404,122,1159,476,1995,2194,415,5659
08/02/2021,Monday,466,14546,15012,1563,3895,3222,2180,1862,1266,617,403,4,8143,6718,151,1764,655,2579,3502,697,5815,63,135,116,68,43,26,10,5,0,253,213,0,115,21,121,134,10,65,1500,3760,3106,2112,1819,1240,607,398,4,7890,6505,151,1649,634,2458,3368,687,5750
08/24/2021,Tuesday,583,16287,16870,1586,4436,3872,2687,1762,1230,685,606,6,9254,7458,158,1807,873,2611,3854,856,6869,107,162,132,64,56,22,24,14,2,310,271,2,108,27,160,188,15,85,1479,4274,3740,2623,1706,1208,661,592,4,8944,7187,156,1699,846,2451,3666,841,6784
03/01/2022,Tuesday,232,35508,35740,20646,3645,3378,2819,2382,1620,768,477,5,19290,15865,585,9119,1802,9717,6871,1613,6618,78,41,30,24,18,19,7,15,0,131,99,2,46,12,35,70,19,50,20568,3604,3348,2795,2364,1601,761,462,5,19159,15766,583,9073,1790,9682,6801,1594,6568
02/26/2022,Saturday,137,6373,6510,1157,1143,1154,874,849,643,417,261,12,3275,2944,291,914,325,1547,1459,236,2029,24,28,31,12,19,10,12,1,0,72,64,1,24,14,12,58,5,24,1133,1115,1123,862,830,633,405,260,12,3203,2880,290,890,311,1535,1401,231,2005
09/15/2021,Wednesday,648,23202,23850,5916,4993,4479,2915,2352,1871,814,497,13,12800,10428,622,3460,1631,4255,5834,2962,5708,142,155,145,75,62,49,14,6,0,338,310,0,133,22,177,199,61,56,5774,4838,4334,2840,2290,1822,800,491,13,12462,10118,622,3327,1609,4078,5635,2901,5652
04/05/2020,Sunday,292,666,958,20,127,156,165,209,145,80,55,1,480,473,5,129,30,258,157,48,336,3,31,50,47,73,42,21,25,0,127,165,0,77,11,113,62,10,19,17,96,106,118,136,103,59,30,1,353,308,5,52,19,145,95,38,317
09/29/2020,Tuesday,402,11001,11403,727,3483,2337,1367,1395,1130,593,367,4,6157,4868,378,1783,529,1833,2931,369,3958,49,104,82,68,49,26,19,5,0,210,190,2,204,12,44,100,14,28,678,3379,2255,1299,1346,1104,574,362,4,5947,4678,376,1579,517,1789,2831,355,3930
03/14/2020,Saturday,12,127,139,7,29,19,28,19,17,9,5,6,71,65,3,12,2,31,45,5,44,0,1,2,2,2,1,2,1,1,8,4,0,1,0,5,5,0,1,7,28,17,26,17,16,7,4,5,63,61,3,11,2,26,40,5,43
05/07/2020,Thursday,1055,3685,4740,268,873,918,793,745,604,317,211,11,2443,2144,153,1240,69,880,676,185,1690,56,199,214,189,171,133,53,40,0,541,506,8,555,20,177,124,30,149,212,674,704,604,574,471,264,171,11,1902,1638,145,685,49,703,552,155,1541
02/09/2021,Tuesday,461,15665,16126,795,4833,2923,2146,2060,1734,855,729,51,8479,7198,449,1758,952,3120,4237,587,5472,48,130,83,73,56,41,17,13,0,246,214,1,128,22,116,128,25,42,747,4703,2840,2073,2004,1693,838,716,51,8233,6984,448,1630,930,3004,4109,562,5430
04/22/2021,Thursday,663,14453,15116,1351,4301,2895,1988,1893,1383,706,594,5,8005,6724,387,2206,931,3185,4086,646,4062,110,158,171,98,61,37,16,12,0,350,313,0,196,31,213,142,10,71,1241,4143,2724,1890,1832,1346,690,582,5,7655,6411,387,2010,900,2972,3944,636,3991
07/21/2020,Tuesday,359,8082,8441,601,1958,1679,1247,1150,1003,511,284,8,4477,3672,292,1376,231,1826,2134,379,2495,33,101,68,63,35,33,14,11,1,171,187,1,139,4,101,70,17,28,568,1857,1611,1184,1115,970,497,273,7,4306,3485,291,1237,227,1725,2064,362,2467
12/23/2020,Wednesday,1496,15226,16722,1187,4451,3953,2382,2010,1546,680,507,6,8840,7535,347,2688,689,2610,4590,752,5393,171,359,252,231,217,146,73,47,0,774,715,7,606,65,299,318,74,134,1016,4092,3701,2151,1793,1400,607,460,6,8066,6820,340,2082,624,2311,4272,678,5259
10/14/2020,Wednesday,930,14448,15378,1056,4645,3319,2083,1693,1346,755,477,4,8405,6573,400,2626,650,2569,4119,561,4853,73,274,232,145,107,65,23,11,0,491,437,2,414,27,137,240,29,83,983,4371,3087,1938,1586,1281,732,466,4,7914,6136,398,2212,623,2432,3879,532,4770
06/21/2021,Monday,60,9803,9863,1168,1870,1943,1388,1393,1197,573,299,32,5172,4606,85,1303,562,2278,1984,397,3339,12,14,9,11,3,9,2,0,0,28,32,0,18,0,23,11,1,7,1156,1856,1934,1377,1390,1188,571,299,32,5144,4574,85,1285,562,2255,1973,396,3332
09/21/2021,Tuesday,566,24514,25080,8195,5119,4358,2765,2024,1385,707,514,13,13674,10780,626,4130,1833,4234,6482,2843,5558,144,115,104,81,62,33,18,9,0,297,267,2,107,23,156,178,38,64,8051,5004,4254,2684,1962,1352,689,505,13,13377,10513,624,4023,1810,4078,6304,2805,5494
11/03/2021,Wednesday,599,30817,31416,10944,5529,4719,3534,2887,2185,931,662,25,17163,13672,581,5204,1789,7919,7112,2800,6592,159,115,125,71,62,36,19,12,0,314,280,5,84,13,178,192,48,84,10785,5414,4594,3463,2825,2149,912,650,25,16849,13392,576,5120,1776,7741,6920,2752,6508
08/20/2021,Friday,632,15408,16040,1628,4086,3657,2428,1715,1335,691,498,2,8524,7331,185,1997,784,2365,3770,836,6288,81,176,151,88,57,40,27,12,0,313,319,0,135,32,138,225,34,68,1547,3910,3506,2340,1658,1295,664,486,2,8211,7012,185,1862,752,2227,3545,802,6220
05/02/2020,Saturday,553,1527,2080,101,362,407,375,346,264,133,90,2,1045,1013,22,572,30,429,307,71,671,17,87,101,113,113,68,36,17,1,264,288,1,315,6,111,48,9,64,84,275,306,262,233,196,97,73,1,781,725,21,257,24,318,259,62,607
07/04/2021,Sunday,18,2245,2263,265,474,435,368,321,208,119,72,1,1116,1137,10,232,88,496,425,78,944,6,3,4,3,0,0,2,0,0,9,9,0,3,2,8,5,0,0,259,471,431,365,321,208,117,72,1,1107,1128,10,229,86,488,420,78,944
10/09/2020,Friday,764,11365,12129,941,3887,2466,1498,1365,1056,559,353,4,6502,5403,224,2192,593,1884,3259,500,3701,70,203,179,119,80,58,36,18,1,381,380,3,342,15,107,211,31,58,871,3684,2287,1379,1285,998,523,335,3,6121,5023,221,1850,578,1777,3048,469,3643
05/11/2020,Monday,1088,4481,5569,297,965,1046,873,821,759,483,315,10,2877,2579,113,1375,109,994,917,144,2030,59,215,224,202,152,133,67,33,3,564,516,8,606,22,187,121,27,125,238,750,822,671,669,626,416,282,7,2313,2063,105,769,87,807,796,117,1905
06/12/2020,Friday,373,6059,6432,345,1356,1282,931,924,793,463,322,16,3375,2878,179,1166,165,1149,1274,272,2406,32,82,57,78,46,41,19,16,2,206,161,6,212,6,65,44,12,34,313,1274,1225,853,878,752,444,306,14,3169,2717,173,954,159,1084,1230,260,2372
11/25/2020,Wednesday,2090,15565,17655,1394,5032,3936,2446,2169,1470,740,464,4,9677,7691,287,3132,699,2997,3919,642,6266,284,493,401,311,281,179,84,56,1,1096,987,7,812,56,399,441,85,297,1110,4539,3535,2135,1888,1291,656,408,3,8581,6704,280,2320,643,2598,3478,557,5969
04/27/2020,Monday,1205,3020,4225,175,782,769,702,703,587,274,225,8,2207,1952,66,1105,100,885,586,195,1354,42,230,211,246,218,131,50,74,3,613,590,2,594,28,249,129,45,160,133,552,558,456,485,456,224,151,5,1594,1362,64,511,72,636,457,150,1194
11/27/2021,Saturday,667,12780,13447,2529,2772,2635,1855,1540,1268,605,242,1,6736,6572,139,1538,629,2814,3664,1564,3238,140,135,142,111,67,41,22,9,0,335,330,2,96,18,122,262,73,96,2389,2637,2493,1744,1473,1227,583,233,1,6401,6242,137,1442,611,2692,3402,1491,3142
05/04/2020,Monday,1227,3517,4744,250,893,956,792,787,565,298,196,7,2442,2211,91,1249,116,979,694,160,1546,51,239,241,249,187,134,67,59,0,616,609,2,611,37,223,142,38,176,199,654,715,543,600,431,231,137,7,1826,1602,89,638,79,756,552,122,1370
03/27/2020,Friday,409,997,1406,28,198,321,288,263,165,96,47,0,766,634,6,140,40,406,254,53,513,3,41,62,88,103,51,37,24,0,211,198,0,74,13,208,70,10,34,25,157,259,200,160,114,59,23,0,555,436,6,66,27,198,184,43,479
02/04/2021,Thursday,627,13534,14161,891,4087,2830,1953,1780,1427,675,513,5,7754,6099,308,2130,750,2520,3635,531,4595,78,156,121,88,74,66,27,17,0,312,314,1,229,27,123,168,21,59,813,3931,2709,1865,1706,1361,648,496,5,7442,5785,307,1901,723,2397,3467,510,4536
05/21/2021,Friday,310,10741,11051,1123,2581,2088,1467,1476,1279,633,400,4,5772,5162,117,1566,612,2491,2358,435,3589,60,67,62,45,34,23,11,8,0,181,129,0,72,10,139,46,9,34,1063,2514,2026,1422,1442,1256,622,392,4,5591,5033,117,1494,602,2352,2312,426,3555
02/28/2021,Sunday,184,4862,5046,360,1533,1031,659,623,470,248,120,2,2456,2503,87,614,297,1007,1529,253,1346,20,44,37,30,21,22,7,3,0,86,97,1,48,21,34,57,4,20,340,1489,994,629,602,448,241,117,2,2370,2406,86,566,276,973,1472,249,1326
12/24/2020,Thursday,715,9494,10209,511,2134,2197,1587,1512,1147,616,501,4,5645,4401,163,1131,419,1678,2529,367,4085,73,147,147,94,112,67,43,32,0,352,358,5,210,38,130,230,25,82,438,1987,2050,1493,1400,1080,573,469,4,5293,4043,158,921,381,1548,2299,342,4003
11/05/2021,Friday,563,18617,19180,4110,4320,3464,2380,2186,1523,724,464,9,10121,8874,185,2531,1181,4184,4740,1954,4590,129,129,107,88,55,26,18,11,0,295,268,0,89,13,133,203,44,81,3981,4191,3357,2292,2131,1497,706,453,9,9826,8606,185,2442,1168,4051,4537,1910,4509
04/02/2020,Thursday,416,1093,1509,35,219,295,278,293,186,132,71,0,807,677,25,189,27,487,235,56,515,2,58,60,83,83,59,42,29,0,202,214,0,89,9,212,60,12,34,33,161,235,195,210,127,90,42,0,605,463,25,100,18,275,175,44,481
01/11/2022,Tuesday,5265,36418,41683,9932,7950,7550,5764,4887,3157,1468,955,20,23608,17344,731,7102,2227,7619,10209,3471,11055,1161,976,933,721,623,479,226,145,1,2825,2411,29,1268,250,918,1292,393,1144,8771,6974,6617,5043,4264,2678,1242,810,19,20783,14933,702,5834,1977,6701,8917,3078,9911
05/08/2021,Saturday,341,6279,6620,779,1414,1300,881,869,716,409,248,4,3422,3124,74,1054,307,1595,1437,226,2001,55,94,70,46,37,20,10,9,0,198,143,0,100,10,149,52,5,25,724,1320,1230,835,832,696,399,239,4,3224,2981,74,954,297,1446,1385,221,1976
03/15/2022,Tuesday,297,35479,35776,20159,3563,3514,2853,2582,1798,812,494,1,19223,15913,640,9451,1520,9781,6520,1346,7158,73,72,58,34,26,17,9,8,0,169,127,1,43,17,37,121,12,67,20086,3491,3456,2819,2556,1781,803,486,1,19054,15786,639,9408,1503,9744,6399,1334,7091
01/23/2021,Saturday,683,6679,7362,592,1900,1590,1091,928,682,366,210,3,3840,3393,129,1473,299,1417,1953,368,1852,79,137,157,103,87,67,34,19,0,345,337,1,259,39,129,165,32,59,513,1763,1433,988,841,615,332,191,3,3495,3056,128,1214,260,1288,1788,336,1793
02/15/2021,Monday,321,11713,12034,613,3482,2219,1570,1534,1362,699,549,6,6463,5358,213,1334,582,2196,2875,475,4572,39,84,62,41,38,27,21,9,0,153,167,1,96,19,60,97,16,33,574,3398,2157,1529,1496,1335,678,540,6,6310,5191,212,1238,563,2136,2778,459,4539
09/04/2021,Saturday,377,8007,8384,1409,1706,1782,1183,1003,762,353,182,4,4551,3780,53,1134,403,1385,2102,326,3034,68,79,91,51,38,36,10,4,0,200,177,0,69,14,121,111,15,47,1341,1627,1691,1132,965,726,343,178,4,4351,3603,53,1065,389,1264,1991,311,2987
01/02/2022,Sunday,4890,19064,23954,7322,4681,4385,3186,2225,1248,588,295,24,13113,10312,529,3435,1236,4587,6288,3161,5247,1081,1104,942,703,545,295,137,82,1,2701,2144,45,980,236,869,1361,479,965,6241,3577,3443,2483,1680,953,451,213,23,10412,8168,484,2455,1000,3718,4927,2682,4282
12/31/2020,Thursday,1086,11312,12398,713,2944,2602,1826,1775,1393,652,485,8,6878,5358,162,1494,460,1957,3248,605,4634,99,266,223,153,142,94,62,47,0,555,526,5,319,48,180,376,46,117,614,2678,2379,1673,1633,1299,590,438,8,6323,4832,157,1175,412,1777,2872,559,4517
11/30/2021,Tuesday,1336,35590,36926,13491,6393,5811,4052,3343,2239,952,625,20,19771,16570,585,6748,2045,8262,9446,3299,7126,309,290,263,179,145,81,42,27,0,668,665,3,230,39,299,423,139,206,13182,6103,5548,3873,3198,2158,910,598,20,19103,15905,582,6518,2006,7963,9023,3160,6920
10/28/2020,Wednesday,1924,17032,18956,1648,5624,4069,2528,2155,1613,812,504,3,10111,8394,451,3631,732,3068,4878,737,5910,226,513,452,314,217,125,54,23,0,1002,916,6,854,45,285,452,76,212,1422,5111,3617,2214,1938,1488,758,481,3,9109,7478,445,2777,687,2783,4426,661,5698
08/29/2021,Sunday,329,6130,6459,1378,1311,1318,886,672,502,256,131,5,3406,3031,22,842,327,1047,1865,282,2096,65,73,58,60,41,16,10,6,0,158,171,0,59,18,102,100,13,37,1313,1238,1260,826,631,486,246,125,5,3248,2860,22,783,309,945,1765,269,2059
03/23/2022,Wednesday,58,2823,2881,1487,288,293,225,222,157,120,87,2,1571,1207,103,394,104,963,1006,193,221,19,9,12,4,8,2,2,2,0,22,32,4,3,5,5,34,0,11,1468,279,281,221,214,155,118,85,2,1549,1175,99,391,99,958,972,193,210
10/21/2021,Thursday,396,27233,27629,9402,5060,4561,3201,2550,1676,757,417,5,14629,12666,334,5023,1587,6106,7104,2946,4863,94,87,79,46,41,28,17,4,0,211,185,0,62,21,90,149,29,45,9308,4973,4482,3155,2509,1648,740,413,5,14418,12481,334,4961,1566,6016,6955,2917,4818
01/05/2021,Tuesday,1774,16494,18268,1115,5103,3770,2658,2396,1735,847,639,5,9875,8100,293,3239,709,3266,4504,854,5696,181,526,332,247,214,148,79,45,2,911,861,2,706,64,302,466,60,176,934,4577,3438,2411,2182,1587,768,594,3,8964,7239,291,2533,645,2964,4038,794,5520
02/20/2021,Saturday,261,6176,6437,616,1512,1330,932,870,652,328,191,6,3273,3030,134,945,257,1431,1634,292,1878,37,68,44,36,44,16,8,8,0,132,129,0,85,15,54,73,18,16,579,1444,1286,896,826,636,320,183,6,3141,2901,134,860,242,1377,1561,274,1862
08/06/2020,Thursday,389,6497,6886,546,2029,1615,916,781,555,271,164,9,3893,2913,80,1422,201,1457,1550,288,1968,41,124,83,63,34,22,12,10,0,205,184,0,171,7,92,77,18,24,505,1905,1532,853,747,533,259,154,9,3688,2729,80,1251,194,1365,1473,270,1944
05/27/2020,Wednesday,817,6065,6882,361,1242,1224,1100,1122,1012,493,315,13,3418,3170,294,1589,137,1350,1051,221,2534,72,153,140,155,113,104,46,34,0,425,381,11,440,17,142,83,21,114,289,1089,1084,945,1009,908,447,281,13,2993,2789,283,1149,120,1208,968,200,2420
02/26/2021,Friday,412,12182,12594,772,4201,2451,1568,1437,1190,553,419,3,6617,5744,233,1661,786,2498,3433,493,3723,72,107,67,66,36,40,16,8,0,212,200,0,124,13,94,121,18,42,700,4094,2384,1502,1401,1150,537,411,3,6405,5544,233,1537,773,2404,3312,475,3681
09/28/2021,Tuesday,484,26740,27224,9713,5104,4409,2861,2318,1512,761,537,9,14735,11764,725,4903,1374,5310,7018,2920,5699,98,117,103,50,53,39,14,10,0,265,219,0,90,25,138,154,34,43,9615,4987,4306,2811,2265,1473,747,527,9,14470,11545,725,4813,1349,5172,6864,2886,5656
10/13/2021,Wednesday,448,25446,25894,8097,4827,4368,3081,2416,1885,780,435,5,14036,11526,332,4400,1611,5658,6622,2642,4961,103,100,79,62,42,40,16,6,0,227,221,0,66,27,114,159,48,34,7994,4727,4289,3019,2374,1845,764,429,5,13809,11305,332,4334,1584,5544,6463,2594,4927
08/19/2021,Thursday,580,16168,16748,1432,4378,3940,2565,1811,1387,769,462,4,8872,7665,211,1777,913,2748,3939,638,6733,77,148,167,92,45,24,20,7,0,308,272,0,107,21,144,195,20,93,1355,4230,3773,2473,1766,1363,749,455,4,8564,7393,211,1670,892,2604,3744,618,6640
11/24/2021,Wednesday,833,21226,22059,3434,4878,4672,3089,2483,1956,943,588,16,11569,10223,267,2412,1248,4150,6291,2059,5899,181,187,147,128,77,66,33,14,0,399,433,1,155,38,156,262,87,135,3253,4691,4525,2961,2406,1890,910,574,16,11170,9790,266,2257,1210,3994,6029,1972,5764
07/02/2020,Thursday,319,9432,9751,459,2138,1920,1430,1428,1219,643,483,31,5450,3925,376,1397,280,2143,1943,322,3666,33,100,49,60,32,27,10,8,0,173,146,0,128,9,78,53,8,43,426,2038,1871,1370,1396,1192,633,475,31,5277,3779,376,1269,271,2065,1890,314,3623
05/11/2021,Tuesday,365,14113,14478,1465,3371,2747,1949,1886,1586,800,664,10,7719,6553,206,2122,854,3183,3258,580,4481,68,75,80,51,38,38,9,6,0,189,176,0,80,10,157,60,9,49,1397,3296,2667,1898,1848,1548,791,658,10,7530,6377,206,2042,844,3026,3198,571,4432
11/04/2020,Wednesday,2713,17818,20531,1786,5854,4343,2775,2366,1857,974,569,7,10967,9118,446,4001,826,3306,5316,830,6252,335,756,590,399,319,188,99,26,1,1381,1325,7,1183,74,419,687,96,254,1451,5098,3753,2376,2047,1669,875,543,6,9586,7793,439,2818,752,2887,4629,734,5998
05/19/2020,Tuesday,1072,5975,7047,383,1221,1202,1073,1120,989,602,450,7,3716,3149,182,1676,111,1321,1019,241,2679,79,250,203,184,151,104,56,43,2,516,548,8,564,17,186,106,41,158,304,971,999,889,969,885,546,407,5,3200,2601,174,1112,94,1135,913,200,2521
06/06/2020,Saturday,250,2763,3013,144,590,537,446,442,435,296,118,5,1630,1329,54,551,69,608,637,128,1020,23,53,25,51,36,33,19,10,0,131,119,0,143,5,41,32,8,21,121,537,512,395,406,402,277,108,5,1499,1210,54,408,64,567,605,120,999
01/08/2022,Saturday,4013,15349,19362,3219,4527,3877,2855,2128,1621,731,386,18,10582,8566,214,3218,1217,3039,4392,1498,5998,714,792,766,648,480,353,172,86,2,2134,1855,24,1073,227,600,963,292,858,2505,3735,3111,2207,1648,1268,559,300,16,8448,6711,190,2145,990,2439,3429,1206,5140
11/29/2020,Sunday,997,6024,7021,630,1828,1540,998,806,653,332,233,1,3778,3169,74,1016,265,1176,1729,245,2590,112,244,201,144,130,97,45,24,0,498,498,1,305,40,176,282,49,145,518,1584,1339,854,676,556,287,209,1,3280,2671,73,711,225,1000,1447,196,2445
04/10/2021,Saturday,618,7546,8164,1280,1746,1495,1137,1045,794,412,253,2,4269,3801,94,1381,358,1791,2197,393,2044,90,169,126,101,69,37,18,8,0,317,301,0,175,35,177,174,14,43,1190,1577,1369,1036,976,757,394,245,2,3952,3500,94,1206,323,1614,2023,379,2001
01/16/2021,Saturday,796,6892,7688,722,1946,1634,1041,970,747,409,214,5,4223,3360,105,1596,299,1347,2007,431,2008,105,177,129,139,103,82,38,21,2,455,339,2,365,36,117,178,27,73,617,1769,1505,902,867,665,371,193,3,3768,3021,103,1231,263,1230,1829,404,1935
04/10/2020,Friday,503,1392,1895,74,273,376,328,346,285,133,78,2,983,904,8,340,69,523,308,82,573,20,70,92,79,94,80,39,29,0,236,267,0,170,30,187,74,16,26,54,203,284,249,252,205,94,49,2,747,637,8,170,39,336,234,66,547
01/08/2021,Friday,1405,15400,16805,1017,5128,3373,2214,2157,1604,811,499,2,9190,7301,314,2618,806,3147,4511,740,4983,178,367,254,207,182,122,58,37,0,698,707,0,536,55,301,348,47,118,839,4761,3119,2007,1975,1482,753,462,2,8492,6594,314,2082,751,2846,4163,693,4865
01/29/2021,Friday,766,14414,15180,957,4741,2956,2053,1907,1410,686,448,22,8180,6550,450,2172,820,2724,3689,564,5211,105,175,122,122,114,73,37,18,0,394,372,0,304,29,151,186,28,68,852,4566,2834,1931,1793,1337,649,430,22,7786,6178,450,1868,791,2573,3503,536,5143
05/13/2020,Wednesday,1008,4278,5286,308,1015,1019,892,889,573,358,221,11,2727,2453,106,1470,108,983,792,170,1763,66,208,189,184,164,105,47,43,2,510,492,6,543,28,173,114,30,120,242,807,830,708,725,468,311,178,9,2217,1961,100,927,80,810,678,140,1643
09/10/2021,Friday,555,17792,18347,4694,3793,3303,2133,1759,1483,738,431,13,9843,8124,380,3532,838,3150,4398,1048,5381,111,145,92,84,56,37,20,10,0,290,262,3,119,22,161,174,21,58,4583,3648,3211,2049,1703,1446,718,421,13,9553,7862,377,3413,816,2989,4224,1027,5323
04/03/2021,Saturday,540,8143,8683,1393,1870,1576,1182,1097,882,456,224,3,4401,4159,123,1218,399,1744,2517,416,2389,64,155,126,79,62,32,16,6,0,261,278,1,132,25,120,200,20,43,1329,1715,1450,1103,1035,850,440,218,3,4140,3881,122,1086,374,1624,2317,396,2346
08/09/2021,Monday,524,16650,17174,1584,4029,3793,2674,2175,1721,731,430,37,8731,8271,172,1787,771,2513,3633,830,7640,89,148,120,63,45,33,18,7,1,258,265,1,101,30,143,152,19,79,1495,3881,3673,2611,2130,1688,713,423,36,8473,8006,171,1686,741,2370,3481,811,7561
03/19/2022,Saturday,131,4939,5070,831,869,823,643,663,616,378,234,13,2520,2227,323,768,341,1287,1296,181,1197,18,33,30,13,16,14,2,4,1,77,50,4,22,12,12,52,7,26,813,836,793,630,647,602,376,230,12,2443,2177,319,746,329,1275,1244,174,1171
06/16/2020,Tuesday,317,6449,6766,341,1287,1254,1001,967,943,571,370,32,3564,2909,293,1061,189,1365,1372,217,2562,22,72,61,46,50,41,10,15,0,173,141,3,141,8,73,38,6,51,319,1215,1193,955,917,902,561,355,32,3391,2768,290,920,181,1292,1334,211,2511
